seq,pc,off,insn,desc,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,sp,lr,cpsr,note,mem
89,0x9D1FC,0x0,0xE5941014,"LDR r1,[r4,#0x14]",0x0,0xFFF80004,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"","R:0x2A8278/4"
90,0x9D200,0x0,0xE3A00008,"w=0xE3A00008",0x0,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"",""
91,0x9D204,0x0,0xE5810008,"w=0xE5810008",0x8,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"","W:0x2A84D4/4"
92,0x9D208,0x0,0xE59D000C,"LDR r0,[sp,#0xC]",0x8,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"","R:0x27F9AC/4"
93,0x9D20C,0x0,0xE5941014,"LDR r1,[r4,#0x14]",0x2AF908,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"","R:0x2A8278/4"
94,0x9D210,0x0,0xE581000C,"w=0xE581000C",0x2AF908,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"","W:0x2A84D8/4"
95,0x9D214,0x0,0xE5960008,"w=0xE5960008",0x2AF908,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"","R:0x2A84BC/4"
96,0x9D218,0x0,0xE3100004,"TST r0,#0x4",0x1,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"",""
97,0x9D21C,0x0,0x01A00008,"w=0x01A00008",0x1,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"",""
98,0x9D220,0x0,0x028DD010,"w=0x028DD010",0x2AC9D4,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9A0,0x9D0E0,0x600001D3,"",""
99,0x9D224,0x0,0x08BD8DF0,"LDMFD sp!,{..pc} list=0x8DF0",0x2AC9D4,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x801B,0x2A84B4,0x2AF90C,0x2AC9D4,0x280400,0x2AC9D4,0x2A83C4,0x2E3099,0x27F9B0,0x9D0E0,0x600001D3,"","R:0x27F9B0/4"
100,0x972BC,0x0,0xE1A02000,"MOV r2,r0",0x2AC9D4,0x2A84CC,0xFFFFFFFF,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x9D0E0,0x600001D3,"",""
101,0x972C0,0x0,0xE1A00004,"MOV r0,r4",0x2AC9D4,0x2A84CC,0x2AC9D4,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x9D0E0,0x600001D3,"",""
102,0x972C4,0x0,0xE1A01006,"MOV r1,r6",0x2A8264,0x2A84CC,0x2AC9D4,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x9D0E0,0x600001D3,"",""
103,0x972C8,0x0,0xEB00007E,"BL 0x974C8",0x2A8264,0xFFFFFFFF,0x2AC9D4,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x9D0E0,0x600001D3,"",""
104,0x974C8,0x0,0xE92D4070,"STMFD sp!,{..} list=0x4070",0x2A8264,0xFFFFFFFF,0x2AC9D4,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0x600001D3,"","W:0x27F9C0/4"
105,0x974CC,0x0,0xE1A04000,"MOV r4,r0",0x2A8264,0xFFFFFFFF,0x2AC9D4,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
106,0x974D0,0x0,0xE5D00030,"LDRB r0,[r0,#0x30]",0x2A8264,0xFFFFFFFF,0x2AC9D4,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"","R:0x2A8294/1"
107,0x974D4,0x0,0xE1A05001,"MOV r5,r1",0x0,0xFFFFFFFF,0x2AC9D4,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
108,0x974D8,0x0,0xE3100002,"TST r0,#0x2",0x0,0xFFFFFFFF,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
109,0x974DC,0x0,0x0A000016,"Bcond 0x9753C",0x0,0xFFFFFFFF,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
110,0x9753C,0x0,0xE5941014,"LDR r1,[r4,#0x14]",0x0,0xFFFFFFFF,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"","R:0x2A8278/4"
111,0x97540,0x0,0xE594000C,"LDR r0,[r4,#0xC]",0x0,0x2A84CC,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"","R:0x2A8270/4"
112,0x97544,0x0,0xE2411018,"w=0xE2411018",0x2AC9D4,0x2A84CC,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
113,0x97548,0x0,0xE5841014,"STR r1,[r4,#0x14]",0x2AC9D4,0x2A84B4,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"","W:0x2A8278/4"
114,0x9754C,0x0,0xE5911000,"w=0xE5911000",0x2AC9D4,0x2A84B4,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"","R:0x2A84B4/4"
115,0x97550,0x0,0xE2400008,"w=0xE2400008",0x2AC9D4,0x2AC984,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
116,0x97554,0x0,0xE584100C,"STR r1,[r4,#0xC]",0x2AC9CC,0x2AC984,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"","W:0x2A8270/4"
117,0x97558,0x0,0xEA000008,"Bcond 0x97580",0x2AC9CC,0x2AC984,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
118,0x97580,0x0,0xE3550000,"CMP r5,#0x0",0x2AC9CC,0x2AC984,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
119,0x97584,0x0,0x15941008,"w=0x15941008",0x2AC9CC,0x2AC984,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0xA00001D3,"","R:0x2A826C/4"
120,0x97588,0x0,0x11510002,"w=0x11510002",0x2AC9CC,0x2AC9D4,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0xA00001D3,"",""
121,0x9758C,0x0,0x8AFFFFF2,"Bcond 0x9755C",0x2AC9CC,0x2AC9D4,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
122,0x97590,0x0,0xE2452001,"w=0xE2452001",0x2AC9CC,0x2AC9D4,0x2AC9D4,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
123,0x97594,0x0,0xE3550000,"CMP r5,#0x0",0x2AC9CC,0x2AC9D4,0xFFFFFFFE,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0x600001D3,"",""
124,0x97598,0x0,0xDA000005,"Bcond 0x975B4",0x2AC9CC,0x2AC9D4,0xFFFFFFFE,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0xA00001D3,"",""
125,0x975B4,0x0,0xE5840008,"STR r0,[r4,#0x8]",0x2AC9CC,0x2AC9D4,0xFFFFFFFE,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0xA00001D3,"","W:0x2A826C/4"
126,0x975B8,0x0,0xE8BD8070,"LDMFD sp!,{..pc} list=0x8070",0x2AC9CC,0x2AC9D4,0xFFFFFFFE,0xC,0x2A8264,0xFFFFFFFF,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9C0,0x972CC,0xA00001D3,"","R:0x27F9C0/4"
127,0x972CC,0x0,0xE1D402BE,"w=0xE1D402BE",0x2AC9CC,0x2AC9D4,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0xA00001D3,"","R:0x2A8292/2"
128,0x972D0,0x0,0xE2400001,"w=0xE2400001",0x1,0x2AC9D4,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0xA00001D3,"",""
129,0x972D4,0x0,0xE1C402BE,"w=0xE1C402BE",0x0,0x2AC9D4,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0xA00001D3,"","W:0x2A8292/2"
130,0x972D8,0x0,0xE5940010,"LDR r0,[r4,#0x10]",0x0,0x2AC9D4,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0xA00001D3,"","R:0x2A8274/4"
131,0x972DC,0x0,0xE5901024,"w=0xE5901024",0x2A82BC,0x2AC9D4,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0xA00001D3,"","R:0x2A82E0/4"
132,0x972E0,0x0,0xE5900020,"w=0xE5900020",0x2A82BC,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0xA00001D3,"","R:0x2A82DC/4"
133,0x972E4,0x0,0xE1510000,"w=0xE1510000",0x3B1EC,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0xA00001D3,"",""
134,0x972E8,0x0,0x21A00004,"w=0x21A00004",0x3B1EC,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0x800001D3,"",""
135,0x972EC,0x0,0x28BD4070,"w=0x28BD4070",0x3B1EC,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0x800001D3,"",""
136,0x972F0,0x0,0x2AFFFEF5,"Bcond 0x96ECC",0x3B1EC,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0x800001D3,"",""
137,0x972F4,0x0,0xE8BD8070,"LDMFD sp!,{..pc} list=0x8070",0x3B1EC,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x2A839C,0xFFFFFFFF,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9D0,0x972CC,0x800001D3,"","R:0x27F9D0/4"
138,0x97A54,0x0,0xE59D0000,"LDR r0,[sp,#0x0]",0x3B1EC,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x910D4,0x27FAA0,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9E0,0x972CC,0x800001D3,"","R:0x27F9E0/4"
139,0x97A58,0x0,0xE5840050,"STR r0,[r4,#0x50]",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x910D4,0x27FAA0,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9E0,0x972CC,0x800001D3,"","W:0x2A82B4/4"
140,0x97A5C,0x0,0xE59D0084,"LDR r0,[sp,#0x84]",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x910D4,0x27FAA0,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9E0,0x972CC,0x800001D3,"","R:0x27FA64/4"
141,0x97A60,0x0,0xE28DD088,"w=0xE28DD088",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x910D4,0x27FAA0,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27F9E0,0x972CC,0x800001D3,"",""
142,0x97A64,0x0,0xE8BD8070,"LDMFD sp!,{..pc} list=0x8070",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x910D4,0x27FAA0,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27FA68,0x972CC,0x800001D3,"","R:0x27FA68/4"
143,0x97428,0x0,0xE1B05000,"w=0xE1B05000",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x0,0x50,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27FA78,0x972CC,0x800001D3,"",""
144,0x9742C,0x0,0x0A000021,"Bcond 0x974B8",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x0,0x50,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27FA78,0x972CC,0x400001D3,"",""
145,0x974B8,0x0,0xE1A00005,"MOV r0,r5",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x0,0x50,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27FA78,0x972CC,0x400001D3,"",""
146,0x974BC,0x0,0xE584B054,"STR r11,[r4,#0x54]",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x0,0x50,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27FA78,0x972CC,0x400001D3,"","W:0x2A82B8/4"
147,0x974C0,0x0,0xE8BD8DF0,"LDMFD sp!,{..pc} list=0x8DF0",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x0,0x50,0x0,0x0,0x280400,0x1,0x0,0x2E3099,0x27FA78,0x972CC,0x400001D3,"","R:0x27FA78/4"
148,0xA5560,0x0,0xE28DD010,"w=0xE28DD010",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x0,0xFFFFFFFF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FA98,0x972CC,0x400001D3,"",""
149,0xA5564,0x0,0xE8BD8070,"LDMFD sp!,{..pc} list=0x8070",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x2A8264,0x0,0xFFFFFFFF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAA8,0x972CC,0x400001D3,"","R:0x27FAA8/4"
150,0x8CE5C,0x0,0xE3500000,"CMP r0,#0x0",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAB8,0x972CC,0x400001D3,"",""
151,0x8CE60,0x0,0x0A00002B,"Bcond 0x8CF14",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAB8,0x972CC,0x600001D3,"",""
152,0x8CF14,0x0,0xE3A00000,"w=0xE3A00000",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAB8,0x972CC,0x600001D3,"",""
153,0x8CF18,0x0,0xE8BD8038,"LDMFD sp!,{..pc} list=0x8038",0x0,0x1DA7B,0xFFFFFFFE,0xC,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAB8,0x972CC,0x600001D3,"","R:0x27FAB8/4"
154,0xA4B94,0x0,0xE1A00004,"MOV r0,r4",0x0,0x1DA7B,0xFFFFFFFE,0x2AEBA4,0x0,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAC8,0x972CC,0x600001D3,"",""
155,0xA4B98,0x0,0xE8BD8010,"LDMFD sp!,{..pc} list=0x8010",0x0,0x1DA7B,0xFFFFFFFE,0x2AEBA4,0x0,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAC8,0x972CC,0x600001D3,"","R:0x27FAC8/4"
156,0x8C740,0x0,0xE3500000,"CMP r0,#0x0",0x0,0x1DA7B,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAD0,0x972CC,0x600001D3,"",""
157,0x8C744,0x0,0x0A000010,"Bcond 0x8C78C",0x0,0x1DA7B,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAD0,0x972CC,0x600001D3,"",""
158,0x8C78C,0x0,0xE59F0064,"LDR r0,[pc,#0x64]",0x0,0x1DA7B,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAD0,0x972CC,0x600001D3,"","R:0x8C7F8/4"
159,0x8C790,0x0,0xE08F0000,"w=0xE08F0000",0x21CD0,0x1DA7B,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAD0,0x972CC,0x600001D3,"",""
160,0x8C794,0x0,0xE5951000,"w=0xE5951000",0xAE468,0x1DA7B,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAD0,0x972CC,0x600001D3,"","R:0x282380/4"
161,0x8C798,0x0,0xEB005757,"BL 0xA24FC",0xAE468,0x3BBE08,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAD0,0x972CC,0x600001D3,"",""
162,0xA24FC,0x0,0xE92D000F,"STMFD sp!,{..} list=0xF",0xAE468,0x3BBE08,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAD0,0x8C79C,0x600001D3,"","W:0x27FAC0/4"
163,0xA2500,0x0,0xE92D4010,"STMFD sp!,{..} list=0x4010",0xAE468,0x3BBE08,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAC0,0x8C79C,0x600001D3,"","W:0x27FAB8/4"
164,0xA2504,0x0,0xE24DDF82,"w=0xE24DDF82",0xAE468,0x3BBE08,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27FAB8,0x8C79C,0x600001D3,"",""
165,0xA2508,0x0,0xE28D0F85,"w=0xE28D0F85",0xAE468,0x3BBE08,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8B0,0x8C79C,0x600001D3,"",""
166,0xA250C,0x0,0xE58D0004,"STR r0,[sp,#0x4]",0x27FAC4,0x3BBE08,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8B0,0x8C79C,0x600001D3,"","W:0x27F8B4/4"
167,0xA2510,0x0,0xE28D4008,"w=0xE28D4008",0x27FAC4,0x3BBE08,0xFFFFFFFE,0x2AEBA4,0x280600,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8B0,0x8C79C,0x600001D3,"",""
168,0xA2514,0x0,0xE1A00004,"MOV r0,r4",0x27FAC4,0x3BBE08,0xFFFFFFFE,0x2AEBA4,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8B0,0x8C79C,0x600001D3,"",""
169,0xA2518,0x0,0xE28D3004,"w=0xE28D3004",0x27F8B8,0x3BBE08,0xFFFFFFFE,0x2AEBA4,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8B0,0x8C79C,0x600001D3,"",""
170,0xA251C,0x0,0xE59D2210,"LDR r2,[sp,#0x210]",0x27F8B8,0x3BBE08,0xFFFFFFFE,0x27F8B4,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8B0,0x8C79C,0x600001D3,"","R:0x27FAC0/4"
171,0xA2520,0x0,0xE3A01F80,"w=0xE3A01F80",0x27F8B8,0x3BBE08,0xAE468,0x27F8B4,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8B0,0x8C79C,0x600001D3,"",""
172,0xA2524,0x0,0xEB002A87,"BL 0xACF48",0x27F8B8,0x200,0xAE468,0x27F8B4,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8B0,0x8C79C,0x600001D3,"",""
173,0xACF48,0x0,0xE92D4008,"STMFD sp!,{..} list=0x4008",0x27F8B8,0x200,0xAE468,0x27F8B4,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8B0,0xA2528,0x600001D3,"","W:0x27F8A8/4"
174,0xACF4C,0x0,0xE58D3000,"STR r3,[sp,#0x0]",0x27F8B8,0x200,0xAE468,0x27F8B4,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8A8,0xA2528,0x600001D3,"","W:0x27F8A8/4"
175,0xACF50,0x0,0xE1A03002,"MOV r3,r2",0x27F8B8,0x200,0xAE468,0x27F8B4,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8A8,0xA2528,0x600001D3,"",""
176,0xACF54,0x0,0xE1A02001,"MOV r2,r1",0x27F8B8,0x200,0xAE468,0xAE468,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8A8,0xA2528,0x600001D3,"",""
177,0xACF58,0x0,0xE1A01000,"MOV r1,r0",0x27F8B8,0x200,0x200,0xAE468,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8A8,0xA2528,0x600001D3,"",""
178,0xACF5C,0x0,0xE59F0008,"LDR r0,[pc,#0x8]",0x27F8B8,0x27F8B8,0x200,0xAE468,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8A8,0xA2528,0x600001D3,"","R:0xACF6C/4"
179,0xACF60,0x0,0xE08F0000,"w=0xE08F0000",0xFFFE1990,0x27F8B8,0x200,0xAE468,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8A8,0xA2528,0x600001D3,"",""
180,0xACF64,0x0,0xEBFF8667,"BL 0x8E908",0x8E8F8,0x27F8B8,0x200,0xAE468,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8A8,0xA2528,0x600001D3,"",""
181,0x8E908,0x0,0xE92D4DF0,"STMFD sp!,{..} list=0x4DF0",0x8E8F8,0x27F8B8,0x200,0xAE468,0x27F8B8,0x282380,0xFFFFD8EF,0x86E14,0x86620,0x280400,0x8669C,0x84780,0x2E3099,0x27F8A8,0xACF68,0x600001D3,"","W:0x27F888/4"
